
          Chain Length Dstribution
 No. of Chains =    0   No. of Beads per Chain =    0
 No. of Fluid Particles =    3142
 Concentration of Suspesion 0.0000


    No.     X        Y        Z     Chain Len      No. of Samples
   28881 -17.0348 -15.2877   7.4254  0.00000E+00      0
   30481 -17.0348 -15.2877   8.2990  0.00000E+00      0
     121 -17.0348 -14.4141  -8.2990  0.00000E+00      0
    1721 -17.0348 -14.4141  -7.4254  0.00000E+00      0
    3321 -17.0348 -14.4141  -6.5519  0.00000E+00      0
    4921 -17.0348 -14.4141  -5.6783  0.00000E+00      0
    6521 -17.0348 -14.4141  -4.8047  0.00000E+00      0
    8121 -17.0348 -14.4141  -3.9311  0.00000E+00      0
    9721 -17.0348 -14.4141  -3.0575  0.00000E+00      0
   11321 -17.0348 -14.4141  -2.1840  0.00000E+00      0
   12921 -17.0348 -14.4141  -1.3104  0.00000E+00      0
   14521 -17.0348 -14.4141  -0.4368  0.00000E+00      0
   16121 -17.0348 -14.4141   0.4368  0.00000E+00      0
   17721 -17.0348 -14.4141   1.3104  0.00000E+00      0
   19321 -17.0348 -14.4141   2.1840  0.00000E+00      0
   20921 -17.0348 -14.4141   3.0575  0.00000E+00      0
   22521 -17.0348 -14.4141   3.9311  0.00000E+00      0
   24121 -17.0348 -14.4141   4.8047  0.00000E+00      0
   25721 -17.0348 -14.4141   5.6783  0.00000E+00      0
   27321 -17.0348 -14.4141   6.5519  0.00000E+00      0
   28921 -17.0348 -14.4141   7.4254  0.00000E+00      0
   30521 -17.0348 -14.4141   8.2990  0.00000E+00      0
     161 -17.0348 -13.5405  -8.2990  0.00000E+00      0
    1761 -17.0348 -13.5405  -7.4254  0.00000E+00      0
    3361 -17.0348 -13.5405  -6.5519  0.00000E+00      0
    4961 -17.0348 -13.5405  -5.6783  0.00000E+00      0
    6561 -17.0348 -13.5405  -4.8047  0.00000E+00      0
    8161 -17.0348 -13.5405  -3.9311  0.00000E+00      0
    9761 -17.0348 -13.5405  -3.0575  0.00000E+00      0
   11361 -17.0348 -13.5405  -2.1840  0.00000E+00      0
   12961 -17.0348 -13.5405  -1.3104  0.00000E+00      0
   14561 -17.0348 -13.5405  -0.4368  0.00000E+00      0
   16161 -17.0348 -13.5405   0.4368  0.00000E+00      0
   17761 -17.0348 -13.5405   1.3104  0.00000E+00      0
   19361 -17.0348 -13.5405   2.1840  0.00000E+00      0
   20961 -17.0348 -13.5405   3.0575  0.00000E+00      0
   22561 -17.0348 -13.5405   3.9311  0.00000E+00      0
   24161 -17.0348 -13.5405   4.8047  0.00000E+00      0
   25761 -17.0348 -13.5405   5.6783  0.00000E+00      0
   27361 -17.0348 -13.5405   6.5519  0.00000E+00      0
   28961 -17.0348 -13.5405   7.4254  0.00000E+00      0
   30561 -17.0348 -13.5405   8.2990  0.00000E+00      0
     201 -17.0348 -12.6669  -8.2990  0.00000E+00      0
    1801 -17.0348 -12.6669  -7.4254  0.00000E+00      0
    3401 -17.0348 -12.6669  -6.5519  0.00000E+00      0
    5001 -17.0348 -12.6669  -5.6783  0.00000E+00      0
    6601 -17.0348 -12.6669  -4.8047  0.00000E+00      0
    8201 -17.0348 -12.6669  -3.9311  0.00000E+00      0
    9801 -17.0348 -12.6669  -3.0575  0.00000E+00      0
   11401 -17.0348 -12.6669  -2.1840  0.00000E+00      0
   13001 -17.0348 -12.6669  -1.3104  0.00000E+00      0
   14601 -17.0348 -12.6669  -0.4368  0.00000E+00      0
   16201 -17.0348 -12.6669   0.4368  0.00000E+00      0
   17801 -17.0348 -12.6669   1.3104  0.00000E+00      0
   19401 -17.0348 -12.6669   2.1840  0.00000E+00      0
   21001 -17.0348 -12.6669   3.0575  0.00000E+00      0
   22601 -17.0348 -12.6669   3.9311  0.00000E+00      0
   24201 -17.0348 -12.6669   4.8047  0.00000E+00      0
   25801 -17.0348 -12.6669   5.6783  0.00000E+00      0
   27401 -17.0348 -12.6669   6.5519  0.00000E+00      0
   29001 -17.0348 -12.6669   7.4254  0.00000E+00      0
   30601 -17.0348 -12.6669   8.2990  0.00000E+00      0
     241 -17.0348 -11.7933  -8.2990  0.00000E+00      0
    1841 -17.0348 -11.7933  -7.4254  0.00000E+00      0
    3441 -17.0348 -11.7933  -6.5519  0.00000E+00      0
    5041 -17.0348 -11.7933  -5.6783  0.00000E+00      0
    6641 -17.0348 -11.7933  -4.8047  0.00000E+00      0
    8241 -17.0348 -11.7933  -3.9311  0.00000E+00      0
    9841 -17.0348 -11.7933  -3.0575  0.00000E+00      0
   11441 -17.0348 -11.7933  -2.1840  0.00000E+00      0
   13041 -17.0348 -11.7933  -1.3104  0.00000E+00      0
   14641 -17.0348 -11.7933  -0.4368  0.00000E+00      0
   16241 -17.0348 -11.7933   0.4368  0.00000E+00      0
   17841 -17.0348 -11.7933   1.3104  0.00000E+00      0
   19441 -17.0348 -11.7933   2.1840  0.00000E+00      0
   21041 -17.0348 -11.7933   3.0575  0.00000E+00      0
   22641 -17.0348 -11.7933   3.9311  0.00000E+00      0
   24241 -17.0348 -11.7933   4.8047  0.00000E+00      0
   25841 -17.0348 -11.7933   5.6783  0.00000E+00      0
   27441 -17.0348 -11.7933   6.5519  0.00000E+00      0
   29041 -17.0348 -11.7933   7.4254  0.00000E+00      0
   30641 -17.0348 -11.7933   8.2990  0.00000E+00      0
     281 -17.0348 -10.9198  -8.2990  0.00000E+00      0
    1881 -17.0348 -10.9198  -7.4254  0.00000E+00      0
    3481 -17.0348 -10.9198  -6.5519  0.00000E+00      0
    5081 -17.0348 -10.9198  -5.6783  0.00000E+00      0
    6681 -17.0348 -10.9198  -4.8047  0.00000E+00      0
    8281 -17.0348 -10.9198  -3.9311  0.00000E+00      0
    9881 -17.0348 -10.9198  -3.0575  0.00000E+00      0
   11481 -17.0348 -10.9198  -2.1840  0.00000E+00      0
   13081 -17.0348 -10.9198  -1.3104  0.00000E+00      0
   14681 -17.0348 -10.9198  -0.4368  0.00000E+00      0
   16281 -17.0348 -10.9198   0.4368  0.00000E+00      0
   17881 -17.0348 -10.9198   1.3104  0.00000E+00      0
   19481 -17.0348 -10.9198   2.1840  0.00000E+00      0
   21081 -17.0348 -10.9198   3.0575  0.00000E+00      0
   22681 -17.0348 -10.9198   3.9311  0.00000E+00      0
   24281 -17.0348 -10.9198   4.8047  0.00000E+00      0
   25881 -17.0348 -10.9198   5.6783  0.00000E+00      0
   27481 -17.0348 -10.9198   6.5519  0.00000E+00      0
   29081 -17.0348 -10.9198   7.4254  0.00000E+00      0
   30681 -17.0348 -10.9198   8.2990  0.00000E+00      0
     321 -17.0348 -10.0462  -8.2990  0.00000E+00      0
    1921 -17.0348 -10.0462  -7.4254  0.00000E+00      0
    3521 -17.0348 -10.0462  -6.5519  0.00000E+00      0
    5121 -17.0348 -10.0462  -5.6783  0.00000E+00      0
    6721 -17.0348 -10.0462  -4.8047  0.00000E+00      0
    8321 -17.0348 -10.0462  -3.9311  0.00000E+00      0
    9921 -17.0348 -10.0462  -3.0575  0.00000E+00      0
   11521 -17.0348 -10.0462  -2.1840  0.00000E+00      0
   13121 -17.0348 -10.0462  -1.3104  0.00000E+00      0
   14721 -17.0348 -10.0462  -0.4368  0.00000E+00      0
   16321 -17.0348 -10.0462   0.4368  0.00000E+00      0
   17921 -17.0348 -10.0462   1.3104  0.00000E+00      0
   19521 -17.0348 -10.0462   2.1840  0.00000E+00      0
   21121 -17.0348 -10.0462   3.0575  0.00000E+00      0
   22721 -17.0348 -10.0462   3.9311  0.00000E+00      0
   24321 -17.0348 -10.0462   4.8047  0.00000E+00      0
   25921 -17.0348 -10.0462   5.6783  0.00000E+00      0
   27521 -17.0348 -10.0462   6.5519  0.00000E+00      0
   29121 -17.0348 -10.0462   7.4254  0.00000E+00      0
   30721 -17.0348 -10.0462   8.2990  0.00000E+00      0
     361 -17.0348  -9.1726  -8.2990  0.00000E+00      0
    1961 -17.0348  -9.1726  -7.4254  0.00000E+00      0
    3561 -17.0348  -9.1726  -6.5519  0.00000E+00      0
    5161 -17.0348  -9.1726  -5.6783  0.00000E+00      0
    6761 -17.0348  -9.1726  -4.8047  0.00000E+00      0
    8361 -17.0348  -9.1726  -3.9311  0.00000E+00      0
    9961 -17.0348  -9.1726  -3.0575  0.00000E+00      0
   11561 -17.0348  -9.1726  -2.1840  0.00000E+00      0
   13161 -17.0348  -9.1726  -1.3104  0.00000E+00      0
   14761 -17.0348  -9.1726  -0.4368  0.00000E+00      0
   16361 -17.0348  -9.1726   0.4368  0.00000E+00      0
   17961 -17.0348  -9.1726   1.3104  0.00000E+00      0
   19561 -17.0348  -9.1726   2.1840  0.00000E+00      0
   21161 -17.0348  -9.1726   3.0575  0.00000E+00      0
   22761 -17.0348  -9.1726   3.9311  0.00000E+00      0
   24361 -17.0348  -9.1726   4.8047  0.00000E+00      0
   25961 -17.0348  -9.1726   5.6783  0.00000E+00      0
   27561 -17.0348  -9.1726   6.5519  0.00000E+00      0
   29161 -17.0348  -9.1726   7.4254  0.00000E+00      0
   30761 -17.0348  -9.1726   8.2990  0.00000E+00      0
     401 -17.0348  -8.2990  -8.2990  0.00000E+00      0
    2001 -17.0348  -8.2990  -7.4254  0.00000E+00      0
    3601 -17.0348  -8.2990  -6.5519  0.00000E+00      0
    5201 -17.0348  -8.2990  -5.6783  0.00000E+00      0
    6801 -17.0348  -8.2990  -4.8047  0.00000E+00      0
    8401 -17.0348  -8.2990  -3.9311  0.00000E+00      0
   10001 -17.0348  -8.2990  -3.0575  0.00000E+00      0
   11601 -17.0348  -8.2990  -2.1840  0.00000E+00      0
   13201 -17.0348  -8.2990  -1.3104  0.00000E+00      0
   14801 -17.0348  -8.2990  -0.4368  0.00000E+00      0
   16401 -17.0348  -8.2990   0.4368  0.00000E+00      0
   18001 -17.0348  -8.2990   1.3104  0.00000E+00      0
   19601 -17.0348  -8.2990   2.1840  0.00000E+00      0
   21201 -17.0348  -8.2990   3.0575  0.00000E+00      0
   22801 -17.0348  -8.2990   3.9311  0.00000E+00      0
   24401 -17.0348  -8.2990   4.8047  0.00000E+00      0
   26001 -17.0348  -8.2990   5.6783  0.00000E+00      0
   27601 -17.0348  -8.2990   6.5519  0.00000E+00      0
   29201 -17.0348  -8.2990   7.4254  0.00000E+00      0
   30801 -17.0348  -8.2990   8.2990  0.00000E+00      0
     441 -17.0348  -7.4254  -8.2990  0.00000E+00      0
    2041 -17.0348  -7.4254  -7.4254  0.00000E+00      0
    3641 -17.0348  -7.4254  -6.5519  0.00000E+00      0
    5241 -17.0348  -7.4254  -5.6783  0.00000E+00      0
    6841 -17.0348  -7.4254  -4.8047  0.00000E+00      0
    8441 -17.0348  -7.4254  -3.9311  0.00000E+00      0
   10041 -17.0348  -7.4254  -3.0575  0.00000E+00      0
   11641 -17.0348  -7.4254  -2.1840  0.00000E+00      0
   13241 -17.0348  -7.4254  -1.3104  0.00000E+00      0
   14841 -17.0348  -7.4254  -0.4368  0.00000E+00      0
   16441 -17.0348  -7.4254   0.4368  0.00000E+00      0
   18041 -17.0348  -7.4254   1.3104  0.00000E+00      0
   19641 -17.0348  -7.4254   2.1840  0.00000E+00      0
   21241 -17.0348  -7.4254   3.0575  0.00000E+00      0
   22841 -17.0348  -7.4254   3.9311  0.00000E+00      0
   24441 -17.0348  -7.4254   4.8047  0.00000E+00      0
   26041 -17.0348  -7.4254   5.6783  0.00000E+00      0
   27641 -17.0348  -7.4254   6.5519  0.00000E+00      0
   29241 -17.0348  -7.4254   7.4254  0.00000E+00      0
   30841 -17.0348  -7.4254   8.2990  0.00000E+00      0
     481 -17.0348  -6.5519  -8.2990  0.00000E+00      0
    2081 -17.0348  -6.5519  -7.4254  0.00000E+00      0
    3681 -17.0348  -6.5519  -6.5519  0.00000E+00      0
    5281 -17.0348  -6.5519  -5.6783  0.00000E+00      0
    6881 -17.0348  -6.5519  -4.8047  0.00000E+00      0
    8481 -17.0348  -6.5519  -3.9311  0.00000E+00      0
   10081 -17.0348  -6.5519  -3.0575  0.00000E+00      0
   11681 -17.0348  -6.5519  -2.1840  0.00000E+00      0
   13281 -17.0348  -6.5519  -1.3104  0.00000E+00      0
   14881 -17.0348  -6.5519  -0.4368  0.00000E+00      0
   16481 -17.0348  -6.5519   0.4368  0.00000E+00      0
   18081 -17.0348  -6.5519   1.3104  0.00000E+00      0
   19681 -17.0348  -6.5519   2.1840  0.00000E+00      0
   21281 -17.0348  -6.5519   3.0575  0.00000E+00      0
   22881 -17.0348  -6.5519   3.9311  0.00000E+00      0
   24481 -17.0348  -6.5519   4.8047  0.00000E+00      0
   26081 -17.0348  -6.5519   5.6783  0.00000E+00      0
   27681 -17.0348  -6.5519   6.5519  0.00000E+00      0
   29281 -17.0348  -6.5519   7.4254  0.00000E+00      0
   30881 -17.0348  -6.5519   8.2990  0.00000E+00      0
     521 -17.0348  -5.6783  -8.2990  0.00000E+00      0
    2121 -17.0348  -5.6783  -7.4254  0.00000E+00      0
    3721 -17.0348  -5.6783  -6.5519  0.00000E+00      0
    5321 -17.0348  -5.6783  -5.6783  0.00000E+00      0
    6921 -17.0348  -5.6783  -4.8047  0.00000E+00      0
    8521 -17.0348  -5.6783  -3.9311  0.00000E+00      0
   10121 -17.0348  -5.6783  -3.0575  0.00000E+00      0
   11721 -17.0348  -5.6783  -2.1840  0.00000E+00      0
   13321 -17.0348  -5.6783  -1.3104  0.00000E+00      0
   14921 -17.0348  -5.6783  -0.4368  0.00000E+00      0
   16521 -17.0348  -5.6783   0.4368  0.00000E+00      0
   18121 -17.0348  -5.6783   1.3104  0.00000E+00      0
   19721 -17.0348  -5.6783   2.1840  0.00000E+00      0
   21321 -17.0348  -5.6783   3.0575  0.00000E+00      0
   22921 -17.0348  -5.6783   3.9311  0.00000E+00      0
   24521 -17.0348  -5.6783   4.8047  0.00000E+00      0
   26121 -17.0348  -5.6783   5.6783  0.00000E+00      0
   27721 -17.0348  -5.6783   6.5519  0.00000E+00      0
   29321 -17.0348  -5.6783   7.4254  0.00000E+00      0
   30921 -17.0348  -5.6783   8.2990  0.00000E+00      0
     561 -17.0348  -4.8047  -8.2990  0.00000E+00      0
    2161 -17.0348  -4.8047  -7.4254  0.00000E+00      0
    3761 -17.0348  -4.8047  -6.5519  0.00000E+00      0
    5361 -17.0348  -4.8047  -5.6783  0.00000E+00      0
    6961 -17.0348  -4.8047  -4.8047  0.00000E+00      0
    8561 -17.0348  -4.8047  -3.9311  0.00000E+00      0
   10161 -17.0348  -4.8047  -3.0575  0.00000E+00      0
   11761 -17.0348  -4.8047  -2.1840  0.00000E+00      0
   13361 -17.0348  -4.8047  -1.3104  0.00000E+00      0
   14961 -17.0348  -4.8047  -0.4368  0.00000E+00      0
   16561 -17.0348  -4.8047   0.4368  0.00000E+00      0
   18161 -17.0348  -4.8047   1.3104  0.00000E+00      0
   19761 -17.0348  -4.8047   2.1840  0.00000E+00      0
   21361 -17.0348  -4.8047   3.0575  0.00000E+00      0
   22961 -17.0348  -4.8047   3.9311  0.00000E+00      0
   24561 -17.0348  -4.8047   4.8047  0.00000E+00      0
   26161 -17.0348  -4.8047   5.6783  0.00000E+00      0
   27761 -17.0348  -4.8047   6.5519  0.00000E+00      0
   29361 -17.0348  -4.8047   7.4254  0.00000E+00      0
   30961 -17.0348  -4.8047   8.2990  0.00000E+00      0
     601 -17.0348  -3.9311  -8.2990  0.00000E+00      0
    2201 -17.0348  -3.9311  -7.4254  0.00000E+00      0
    3801 -17.0348  -3.9311  -6.5519  0.00000E+00      0
    5401 -17.0348  -3.9311  -5.6783  0.00000E+00      0
    7001 -17.0348  -3.9311  -4.8047  0.00000E+00      0
    8601 -17.0348  -3.9311  -3.9311  0.00000E+00      0
   10201 -17.0348  -3.9311  -3.0575  0.00000E+00      0
   11801 -17.0348  -3.9311  -2.1840  0.00000E+00      0
   13401 -17.0348  -3.9311  -1.3104  0.00000E+00      0
   15001 -17.0348  -3.9311  -0.4368  0.00000E+00      0
   16601 -17.0348  -3.9311   0.4368  0.00000E+00      0
   18201 -17.0348  -3.9311   1.3104  0.00000E+00      0
   19801 -17.0348  -3.9311   2.1840  0.00000E+00      0
   21401 -17.0348  -3.9311   3.0575  0.00000E+00      0
   23001 -17.0348  -3.9311   3.9311  0.00000E+00      0
   24601 -17.0348  -3.9311   4.8047  0.00000E+00      0
   26201 -17.0348  -3.9311   5.6783  0.00000E+00      0
   27801 -17.0348  -3.9311   6.5519  0.00000E+00      0
   29401 -17.0348  -3.9311   7.4254  0.00000E+00      0
   31001 -17.0348  -3.9311   8.2990  0.00000E+00      0
     641 -17.0348  -3.0575  -8.2990  0.00000E+00      0
    2241 -17.0348  -3.0575  -7.4254  0.00000E+00      0
    3841 -17.0348  -3.0575  -6.5519  0.00000E+00      0
    5441 -17.0348  -3.0575  -5.6783  0.00000E+00      0
    7041 -17.0348  -3.0575  -4.8047  0.00000E+00      0
    8641 -17.0348  -3.0575  -3.9311  0.00000E+00      0
   10241 -17.0348  -3.0575  -3.0575  0.00000E+00      0
   11841 -17.0348  -3.0575  -2.1840  0.00000E+00      0
   13441 -17.0348  -3.0575  -1.3104  0.00000E+00      0
   15041 -17.0348  -3.0575  -0.4368  0.00000E+00      0
   16641 -17.0348  -3.0575   0.4368  0.00000E+00      0
   18241 -17.0348  -3.0575   1.3104  0.00000E+00      0
   19841 -17.0348  -3.0575   2.1840  0.00000E+00      0
   21441 -17.0348  -3.0575   3.0575  0.00000E+00      0
   23041 -17.0348  -3.0575   3.9311  0.00000E+00      0
   24641 -17.0348  -3.0575   4.8047  0.00000E+00      0
   26241 -17.0348  -3.0575   5.6783  0.00000E+00      0
   27841 -17.0348  -3.0575   6.5519  0.00000E+00      0
   29441 -17.0348  -3.0575   7.4254  0.00000E+00      0
   31041 -17.0348  -3.0575   8.2990  0.00000E+00      0
     681 -17.0348  -2.1840  -8.2990  0.00000E+00      0
    2281 -17.0348  -2.1840  -7.4254  0.00000E+00      0
    3881 -17.0348  -2.1840  -6.5519  0.00000E+00      0
    5481 -17.0348  -2.1840  -5.6783  0.00000E+00      0
    7081 -17.0348  -2.1840  -4.8047  0.00000E+00      0
    8681 -17.0348  -2.1840  -3.9311  0.00000E+00      0
   10281 -17.0348  -2.1840  -3.0575  0.00000E+00      0
   11881 -17.0348  -2.1840  -2.1840  0.00000E+00      0
   13481 -17.0348  -2.1840  -1.3104  0.00000E+00      0
   15081 -17.0348  -2.1840  -0.4368  0.00000E+00      0
   16681 -17.0348  -2.1840   0.4368  0.00000E+00      0
   18281 -17.0348  -2.1840   1.3104  0.00000E+00      0
   19881 -17.0348  -2.1840   2.1840  0.00000E+00      0
   21481 -17.0348  -2.1840   3.0575  0.00000E+00      0
   23081 -17.0348  -2.1840   3.9311  0.00000E+00      0
   24681 -17.0348  -2.1840   4.8047  0.00000E+00      0
   26281 -17.0348  -2.1840   5.6783  0.00000E+00      0
   27881 -17.0348  -2.1840   6.5519  0.00000E+00      0
   29481 -17.0348  -2.1840   7.4254  0.00000E+00      0
   31081 -17.0348  -2.1840   8.2990  0.00000E+00      0
     721 -17.0348  -1.3104  -8.2990  0.00000E+00      0
    2321 -17.0348  -1.3104  -7.4254  0.00000E+00      0
    3921 -17.0348  -1.3104  -6.5519  0.00000E+00      0
    5521 -17.0348  -1.3104  -5.6783  0.00000E+00      0
    7121 -17.0348  -1.3104  -4.8047  0.00000E+00      0
    8721 -17.0348  -1.3104  -3.9311  0.00000E+00      0
   10321 -17.0348  -1.3104  -3.0575  0.00000E+00      0
   11921 -17.0348  -1.3104  -2.1840  0.00000E+00      0
   13521 -17.0348  -1.3104  -1.3104  0.00000E+00      0
   15121 -17.0348  -1.3104  -0.4368  0.00000E+00      0
   16721 -17.0348  -1.3104   0.4368  0.00000E+00      0
   18321 -17.0348  -1.3104   1.3104  0.00000E+00      0
   19921 -17.0348  -1.3104   2.1840  0.00000E+00      0
   21521 -17.0348  -1.3104   3.0575  0.00000E+00      0
   23121 -17.0348  -1.3104   3.9311  0.00000E+00      0
   24721 -17.0348  -1.3104   4.8047  0.00000E+00      0
   26321 -17.0348  -1.3104   5.6783  0.00000E+00      0
   27921 -17.0348  -1.3104   6.5519  0.00000E+00      0
   29521 -17.0348  -1.3104   7.4254  0.00000E+00      0
   31121 -17.0348  -1.3104   8.2990  0.00000E+00      0
     761 -17.0348  -0.4368  -8.2990  0.00000E+00      0
    2361 -17.0348  -0.4368  -7.4254  0.00000E+00      0
    3961 -17.0348  -0.4368  -6.5519  0.00000E+00      0
    5561 -17.0348  -0.4368  -5.6783  0.00000E+00      0
    7161 -17.0348  -0.4368  -4.8047  0.00000E+00      0
    8761 -17.0348  -0.4368  -3.9311  0.00000E+00      0
   10361 -17.0348  -0.4368  -3.0575  0.00000E+00      0
   11961 -17.0348  -0.4368  -2.1840  0.00000E+00      0
   13561 -17.0348  -0.4368  -1.3104  0.00000E+00      0
   15161 -17.0348  -0.4368  -0.4368  0.00000E+00      0
   16761 -17.0348  -0.4368   0.4368  0.00000E+00      0
   18361 -17.0348  -0.4368   1.3104  0.00000E+00      0
   19961 -17.0348  -0.4368   2.1840  0.00000E+00      0
   21561 -17.0348  -0.4368   3.0575  0.00000E+00      0
   23161 -17.0348  -0.4368   3.9311  0.00000E+00      0
   24761 -17.0348  -0.4368   4.8047  0.00000E+00      0
   26361 -17.0348  -0.4368   5.6783  0.00000E+00      0
   27961 -17.0348  -0.4368   6.5519  0.00000E+00      0
   29561 -17.0348  -0.4368   7.4254  0.00000E+00      0
   31161 -17.0348  -0.4368   8.2990  0.00000E+00      0
     801 -17.0348   0.4368  -8.2990  0.00000E+00      0
    2401 -17.0348   0.4368  -7.4254  0.00000E+00      0
    4001 -17.0348   0.4368  -6.5519  0.00000E+00      0
    5601 -17.0348   0.4368  -5.6783  0.00000E+00      0
    7201 -17.0348   0.4368  -4.8047  0.00000E+00      0
    8801 -17.0348   0.4368  -3.9311  0.00000E+00      0
   10401 -17.0348   0.4368  -3.0575  0.00000E+00      0
   12001 -17.0348   0.4368  -2.1840  0.00000E+00      0
   13601 -17.0348   0.4368  -1.3104  0.00000E+00      0
   15201 -17.0348   0.4368  -0.4368  0.00000E+00      0
   16801 -17.0348   0.4368   0.4368  0.00000E+00      0
   18401 -17.0348   0.4368   1.3104  0.00000E+00      0
   20001 -17.0348   0.4368   2.1840  0.00000E+00      0
   21601 -17.0348   0.4368   3.0575  0.00000E+00      0
   23201 -17.0348   0.4368   3.9311  0.00000E+00      0
   24801 -17.0348   0.4368   4.8047  0.00000E+00      0
   26401 -17.0348   0.4368   5.6783  0.00000E+00      0
   28001 -17.0348   0.4368   6.5519  0.00000E+00      0
   29601 -17.0348   0.4368   7.4254  0.00000E+00      0
   31201 -17.0348   0.4368   8.2990  0.00000E+00      0
     841 -17.0348   1.3104  -8.2990  0.00000E+00      0
    2441 -17.0348   1.3104  -7.4254  0.00000E+00      0
    4041 -17.0348   1.3104  -6.5519  0.00000E+00      0
    5641 -17.0348   1.3104  -5.6783  0.00000E+00      0
    7241 -17.0348   1.3104  -4.8047  0.00000E+00      0
    8841 -17.0348   1.3104  -3.9311  0.00000E+00      0
   10441 -17.0348   1.3104  -3.0575  0.00000E+00      0
   12041 -17.0348   1.3104  -2.1840  0.00000E+00      0
   13641 -17.0348   1.3104  -1.3104  0.00000E+00      0
   15241 -17.0348   1.3104  -0.4368  0.00000E+00      0
   16841 -17.0348   1.3104   0.4368  0.00000E+00      0
   18441 -17.0348   1.3104   1.3104  0.00000E+00      0
   20041 -17.0348   1.3104   2.1840  0.00000E+00      0
   21641 -17.0348   1.3104   3.0575  0.00000E+00      0
   23241 -17.0348   1.3104   3.9311  0.00000E+00      0
   24841 -17.0348   1.3104   4.8047  0.00000E+00      0
   26441 -17.0348   1.3104   5.6783  0.00000E+00      0
   28041 -17.0348   1.3104   6.5519  0.00000E+00      0
   29641 -17.0348   1.3104   7.4254  0.00000E+00      0
   31241 -17.0348   1.3104   8.2990  0.00000E+00      0
